name,popular_times,latitude,longitude,working_hours,city,us_state,rating
Colonial Fort Condé,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 93, 96, 0, 0, 0, 49, 50, 45, 26, 18, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 47, 37, 18, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 37, 29, 16, 11, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 32, 34, 0, 0, 0, 57, 73, 65, 47, 19, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 34, 26, 0, 0, 0, 36, 59, 63, 29, 14, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 67, 49, 0, 0, 0, 68, 100, 90, 62, 39, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 85, 63, 0, 0, 0, 54, 80, 70, 57, 40, 0, 0]]",30.688961,-88.040065,"{""Monday"": ""9AM-4:30PM"", ""Tuesday"": ""9AM-4:30PM"", ""Wednesday"": ""9AM-4:30PM"", ""Thursday"": ""9AM-4:30PM"", ""Friday"": ""9AM-4:30PM"", ""Saturday"": ""9AM-4:30PM"", ""Sunday"": ""1-4:30PM""}",Mobile,Alabama,4.3
USS ALABAMA Battleship Memorial Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 97, 100, 84, 62, 51, 56, 60, 52, 34, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 80, 76, 56, 39, 33, 36, 40, 37, 24, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 60, 55, 41, 31, 27, 28, 34, 33, 20, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 69, 66, 51, 34, 28, 31, 36, 30, 17, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 65, 61, 45, 34, 37, 48, 59, 51, 30, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 91, 92, 78, 61, 47, 48, 49, 43, 32, 0, 0, 0]]",30.6818034,-88.0144261,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""8AM-5PM""}",Mobile,Alabama,4.8
Baker's Akers Registered Scottish Highlands,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 100, 97, 55, 22, 10, 20, 36, 36, 26, 16, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 19, 9, 4, 2, 7, 13, 24, 28, 27, 16, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 43, 36, 20, 10, 10, 16, 18, 15, 8, 3, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 48, 44, 25, 14, 9, 10, 18, 19, 13, 4, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 39, 39, 26, 24, 21, 34, 38, 33, 20, 13, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 95, 87, 53, 28, 19, 30, 43, 40, 27, 10, 0, 0]]",33.9283778,-86.4275487,"{""Monday"": ""7AM-12PM,3:35-4:45PM"", ""Tuesday"": ""7AM-12PM,3:35-4:45PM"", ""Wednesday"": ""7AM-12PM,3:35-4:45PM"", ""Thursday"": ""7AM-12PM,3:35-4:45PM"", ""Friday"": ""7AM-12PM,3:35-4:45PM"", ""Saturday"": ""7AM-12PM"", ""Sunday"": ""3:35-4:45PM""}",Oneonta,Alabama,5
Meditation Point,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 85, 80, 62, 65, 77, 85, 67, 40, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 65, 67, 65, 57, 60, 57, 47, 27, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 90, 82, 77, 65, 50, 52, 50, 30, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 85, 85, 87, 90, 90, 85, 70, 40, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 77, 72, 65, 82, 87, 97, 77, 42, 15, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 77, 70, 50, 55, 70, 100, 62, 27, 2, 0, 0, 0]]",33.9870264,-86.458209,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""9AM-9PM""}",Oneonta,Alabama,4.8
Horton Mill Covered Bridge,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 95, 97, 97, 75, 49, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 6, 10, 12, 8, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 24, 20, 24, 21, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 9, 9, 15, 12, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 28, 28, 24, 28, 24, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 36, 50, 68, 67, 61, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 89, 98, 100, 90, 76, 0, 0, 0, 0, 0, 0, 0]]",34.0077265,-86.4486319,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Oneonta,Alabama,4.8
Easley Covered Bridge,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 96, 97, 78, 0, 48, 61, 65, 50, 32, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 93, 81, 48, 0, 25, 39, 45, 36, 17, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 100, 94, 67, 0, 41, 56, 58, 45, 26, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 85, 75, 46, 0, 23, 38, 50, 43, 27, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 79, 85, 63, 0, 39, 51, 56, 44, 24, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 91, 97, 76, 0, 56, 70, 75, 60, 35, 0, 0, 0]]",33.9710698,-86.5183972,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Oneonta,Alabama,4.8
Tsinia Wildlife Viewing Area,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 100, 100, 73, 43, 20, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 46, 53, 40, 33, 20, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 40, 50, 36, 33, 20, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 43, 53, 53, 30, 13, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 50, 70, 73, 60, 33, 0, 0, 0, 0, 0, 0, 0]]",32.4410885,-85.4078902,,Opelika,Alabama,4
Dismals Canyon,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 12, 18, 25, 25, 22, 19, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 17, 16, 19, 20, 28, 29, 26, 18, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 16, 18, 19, 25, 34, 35, 30, 17, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 24, 31, 34, 42, 44, 45, 37, 25, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 22, 28, 32, 41, 50, 55, 54, 47, 33, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 33, 45, 58, 75, 92, 100, 80, 51, 24, 10, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 20, 31, 46, 56, 61, 67, 64, 55, 41, 22, 15, 0, 0, 0]]",34.3262135,-87.7815556,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""10AM-7PM"", ""Saturday"": ""10AM-7PM"", ""Sunday"": ""10AM-7PM""}",Phil Campbell,Alabama,4.6
Gator Hole,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 14, 0, 0, 0, 25, 53, 57, 45, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 25, 32, 25, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 35, 32, 23, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 45, 46, 32, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 43, 43, 26, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 26, 30, 0, 0, 0, 49, 66, 69, 57, 32, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14, 21, 0, 0, 0, 47, 88, 100, 80, 46, 0, 0]]",32.1641772,-85.1161987,,Pittsview,Alabama,5
PV Slaughterhouse Haunted Attraction,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22, 51, 62, 68, 54, 54, 45, 31, 14, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 2, 5, 11, 25, 20, 28, 20, 28, 14, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 22, 8, 5, 8, 25, 31, 34, 14, 8, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 14, 22, 25, 37, 45, 65, 68, 45, 22, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 25, 28, 31, 17, 22, 37, 74, 74, 54, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 5, 11, 28, 68, 94, 94, 71, 31, 14, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 25, 37, 54, 68, 100, 77, 54, 20, 5, 0, 0]]",34.5043629,-85.8525257,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""7-11PM"", ""Saturday"": ""7PM-12AM"", ""Sunday"": ""Closed""}",Rainsville,Alabama,4.8
Rainsville City Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25, 30, 41, 33, 50, 41, 38, 27, 33, 16, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 25, 16, 22, 22, 33, 33, 30, 19, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 22, 36, 36, 47, 41, 52, 69, 58, 27, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 25, 27, 22, 55, 69, 100, 88, 66, 47, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 25, 33, 47, 58, 61, 75, 69, 63, 52, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 33, 30, 25, 25, 8, 11, 19, 41, 36, 30, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 36, 58, 77, 91, 83, 88, 80, 83, 52, 47, 0, 0]]",34.49338,-85.850058,,Rainsville,Alabama,4.5
Magnolia Greene Farms,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 100, 86, 51, 0, 0, 50, 58, 48, 26, 13, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 37, 37, 25, 0, 0, 30, 34, 30, 17, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 41, 37, 29, 0, 0, 36, 37, 32, 21, 10, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 56, 53, 34, 0, 0, 54, 67, 56, 33, 15, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 68, 60, 36, 0, 0, 32, 43, 40, 24, 14, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 72, 65, 42, 0, 0, 37, 55, 57, 44, 26, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 67, 63, 42, 0, 0, 76, 93, 74, 47, 25, 0, 0]]",32.3452037,-85.1329946,,Seale,Alabama,5
Snead City Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 90, 100, 100, 83, 56, 46, 60, 60, 46, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 23, 26, 16, 10, 16, 13, 20, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 13, 20, 13, 6, 6, 6, 6, 0, 3, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 53, 63, 80, 70, 50, 26, 23, 30, 13, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 36, 33, 16, 13, 23, 30, 40, 40, 40, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 53, 83, 90, 53, 36, 26, 50, 70, 80, 83, 60, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 20, 16, 16, 46, 60, 83, 70, 46, 40, 36, 40, 0]]",34.1137935,-86.3888813,,Snead,Alabama,5
Chandler Natural Bridge,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18, 45, 36, 63, 54, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 27, 45, 45, 27, 45, 45, 63, 36, 36, 18, 18, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 45, 18, 36, 63, 81, 36, 18, 9, 0, 0, 18, 36, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 9, 9, 36, 72, 63, 27, 9, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 18, 27, 63, 100, 100, 81, 54, 18, 9, 18, 18, 27, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 36, 45, 18, 18, 18, 45, 27, 36, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 45, 18, 9, 9, 18, 9, 0, 0, 0, 0, 0, 0, 0]]",33.9796984,-86.2337199,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Steele,Alabama,2
Porter's Gap Trailhead,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 9, 22, 50, 63, 72, 72, 95, 100, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 9, 18, 18, 18, 31, 40, 36, 18, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 18, 31, 27, 40, 59, 77, 68, 54, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 27, 54, 72, 59, 40, 18, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 9, 13, 22, 31, 59, 63, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 31, 22, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",33.3335386,-86.0263761,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Talladega,Alabama,4.8
Tuskegee Institute National Historic Site,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 13, 9, 9, 9, 9, 22, 13, 18, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 40, 63, 40, 31, 22, 36, 59, 54, 63, 59, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 40, 27, 31, 68, 86, 100, 86, 63, 31, 9, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 18, 18, 13, 13, 31, 40, 36, 36, 50, 59, 59, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 18, 9, 9, 13, 27, 31, 27, 36, 40, 31, 18, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 22, 31, 22, 31, 36, 54, 68, 50, 50, 45, 54, 36, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 27, 50, 40, 45, 36, 50, 50, 54, 54, 31, 0]]",32.4297123,-85.7067242,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""9AM-4:30PM"", ""Friday"": ""9AM-4:30PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Tuskegee,Alabama,4.6
Altoona Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 0, 0, 11, 11, 11, 17, 5, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 41, 23, 29, 47, 47, 29, 29, 29, 17, 11, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 0, 0, 5, 17, 17, 29, 52, 100, 64, 70, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 41, 35, 76, 70, 88, 35, 17, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 11, 23, 47, 29, 17, 0, 5, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 11, 11, 11, 5, 17, 5, 0, 5, 11, 17, 23, 41, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 23, 17, 23, 41, 29, 0, 0]]",34.0225959,-86.325797,"{""Monday"": ""11AM-7PM"", ""Tuesday"": ""11AM-7PM"", ""Wednesday"": ""11AM-7PM"", ""Thursday"": ""11AM-7PM"", ""Friday"": ""11AM-7PM"", ""Saturday"": ""11AM-7PM"", ""Sunday"": ""11AM-7PM""}",Altoona,Alabama,
Oakleigh House Museum,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 34, 21, 10, 2, 7, 2, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 10, 7, 7, 2, 0, 2, 10, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 13, 15, 34, 39, 47, 42, 39, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 15, 28, 18, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 100, 65, 39, 18, 26, 34, 34, 23, 23, 23, 15, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 15, 31, 34, 36, 26, 18, 18, 28, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 52, 65, 42, 50, 23, 10, 0, 0, 0, 0, 0, 0, 0, 0]]",30.6814951,-88.0598852,"{""Monday"": ""Closed"", ""Tuesday"": ""10AM-4PM"", ""Wednesday"": ""10AM-4PM"", ""Thursday"": ""10AM-4PM"", ""Friday"": ""10AM-4PM"", ""Saturday"": ""10AM-4PM"", ""Sunday"": ""Closed""}",Mobile,Alabama,4.6
Bienville Square,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 56, 46, 20, 6, 16, 33, 43, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 36, 33, 50, 60, 100, 66, 33, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 13, 20, 33, 36, 33, 53, 66, 80, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 63, 63, 46, 56, 53, 30, 10, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 36, 33, 33, 43, 36, 33, 23, 36, 20, 23, 10, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 40, 26, 26, 33, 16, 10, 6, 16, 10, 13, 3, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 10, 33, 46, 56, 23, 16, 23, 0, 0, 0, 0, 0, 0]]",30.692229,-88.0425458,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM"", ""Sunday"": ""7AM-10PM""}",Mobile,Alabama,4.5
Condé-Charlotte Museum,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 45, 35, 10, 15, 35, 50, 20, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 45, 30, 40, 60, 45, 50, 50, 25, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 20, 25, 30, 50, 40, 20, 10, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 45, 30, 30, 15, 15, 10, 10, 10, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 50, 45, 60, 55, 65, 50, 50, 20, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 25, 10, 15, 35, 70, 35, 15, 5, 0, 0, 0, 0, 0, 0]]",30.688401,-88.040058,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""11AM-3:30PM"", ""Friday"": ""11AM-3:30PM"", ""Saturday"": ""11AM-3:30PM"", ""Sunday"": ""Closed""}",Mobile,Alabama,4.9
Ashley farms,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 60, 78, 89, 85, 72, 47, 28, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 28, 39, 46, 53, 49, 44, 35, 22, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 29, 38, 43, 45, 44, 38, 36, 25, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 29, 43, 50, 54, 50, 45, 37, 29, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 34, 42, 47, 45, 43, 50, 49, 52, 55, 51, 37, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 40, 51, 66, 69, 67, 61, 56, 54, 53, 50, 35, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 50, 71, 86, 96, 100, 93, 76, 49, 0, 0, 0, 0, 0, 0]]",34.4913898,-85.8920124,,Rainsville,Alabama,
