name,latitude,longitude,city,us_state,rating,rating_category,rating_scaled,Monday_00,Monday_01,Monday_02,Monday_03,Monday_04,Monday_05,Monday_06,Monday_07,Monday_08,Monday_09,Monday_10,Monday_11,Monday_12,Monday_13,Monday_14,Monday_15,Monday_16,Monday_17,Monday_18,Monday_19,Monday_20,Monday_21,Monday_22,Monday_23,Tuesday_00,Tuesday_01,Tuesday_02,Tuesday_03,Tuesday_04,Tuesday_05,Tuesday_06,Tuesday_07,Tuesday_08,Tuesday_09,Tuesday_10,Tuesday_11,Tuesday_12,Tuesday_13,Tuesday_14,Tuesday_15,Tuesday_16,Tuesday_17,Tuesday_18,Tuesday_19,Tuesday_20,Tuesday_21,Tuesday_22,Tuesday_23,Wednesday_00,Wednesday_01,Wednesday_02,Wednesday_03,Wednesday_04,Wednesday_05,Wednesday_06,Wednesday_07,Wednesday_08,Wednesday_09,Wednesday_10,Wednesday_11,Wednesday_12,Wednesday_13,Wednesday_14,Wednesday_15,Wednesday_16,Wednesday_17,Wednesday_18,Wednesday_19,Wednesday_20,Wednesday_21,Wednesday_22,Wednesday_23,Thursday_00,Thursday_01,Thursday_02,Thursday_03,Thursday_04,Thursday_05,Thursday_06,Thursday_07,Thursday_08,Thursday_09,Thursday_10,Thursday_11,Thursday_12,Thursday_13,Thursday_14,Thursday_15,Thursday_16,Thursday_17,Thursday_18,Thursday_19,Thursday_20,Thursday_21,Thursday_22,Thursday_23,Friday_00,Friday_01,Friday_02,Friday_03,Friday_04,Friday_05,Friday_06,Friday_07,Friday_08,Friday_09,Friday_10,Friday_11,Friday_12,Friday_13,Friday_14,Friday_15,Friday_16,Friday_17,Friday_18,Friday_19,Friday_20,Friday_21,Friday_22,Friday_23,Saturday_00,Saturday_01,Saturday_02,Saturday_03,Saturday_04,Saturday_05,Saturday_06,Saturday_07,Saturday_08,Saturday_09,Saturday_10,Saturday_11,Saturday_12,Saturday_13,Saturday_14,Saturday_15,Saturday_16,Saturday_17,Saturday_18,Saturday_19,Saturday_20,Saturday_21,Saturday_22,Saturday_23,Sunday_00,Sunday_01,Sunday_02,Sunday_03,Sunday_04,Sunday_05,Sunday_06,Sunday_07,Sunday_08,Sunday_09,Sunday_10,Sunday_11,Sunday_12,Sunday_13,Sunday_14,Sunday_15,Sunday_16,Sunday_17,Sunday_18,Sunday_19,Sunday_20,Sunday_21,Sunday_22,Sunday_23,parsed_hours,popular_hours,parsed_features,popular_features,calculated_working_hours,weekday_hours,weekend_hours,is_weekend_open,Monday_00_category,Monday_01_category,Monday_02_category,Monday_03_category,Monday_04_category,Monday_05_category,Monday_06_category,Monday_07_category,Monday_08_category,Monday_09_category,Monday_10_category,Monday_11_category,Monday_12_category,Monday_13_category,Monday_14_category,Monday_15_category,Monday_16_category,Monday_17_category,Monday_18_category,Monday_19_category,Monday_20_category,Monday_21_category,Monday_22_category,Monday_23_category,Tuesday_00_category,Tuesday_01_category,Tuesday_02_category,Tuesday_03_category,Tuesday_04_category,Tuesday_05_category,Tuesday_06_category,Tuesday_07_category,Tuesday_08_category,Tuesday_09_category,Tuesday_10_category,Tuesday_11_category,Tuesday_12_category,Tuesday_13_category,Tuesday_14_category,Tuesday_15_category,Tuesday_16_category,Tuesday_17_category,Tuesday_18_category,Tuesday_19_category,Tuesday_20_category,Tuesday_21_category,Tuesday_22_category,Tuesday_23_category,Wednesday_00_category,Wednesday_01_category,Wednesday_02_category,Wednesday_03_category,Wednesday_04_category,Wednesday_05_category,Wednesday_06_category,Wednesday_07_category,Wednesday_08_category,Wednesday_09_category,Wednesday_10_category,Wednesday_11_category,Wednesday_12_category,Wednesday_13_category,Wednesday_14_category,Wednesday_15_category,Wednesday_16_category,Wednesday_17_category,Wednesday_18_category,Wednesday_19_category,Wednesday_20_category,Wednesday_21_category,Wednesday_22_category,Wednesday_23_category,Thursday_00_category,Thursday_01_category,Thursday_02_category,Thursday_03_category,Thursday_04_category,Thursday_05_category,Thursday_06_category,Thursday_07_category,Thursday_08_category,Thursday_09_category,Thursday_10_category,Thursday_11_category,Thursday_12_category,Thursday_13_category,Thursday_14_category,Thursday_15_category,Thursday_16_category,Thursday_17_category,Thursday_18_category,Thursday_19_category,Thursday_20_category,Thursday_21_category,Thursday_22_category,Thursday_23_category,Friday_00_category,Friday_01_category,Friday_02_category,Friday_03_category,Friday_04_category,Friday_05_category,Friday_06_category,Friday_07_category,Friday_08_category,Friday_09_category,Friday_10_category,Friday_11_category,Friday_12_category,Friday_13_category,Friday_14_category,Friday_15_category,Friday_16_category,Friday_17_category,Friday_18_category,Friday_19_category,Friday_20_category,Friday_21_category,Friday_22_category,Friday_23_category,Saturday_00_category,Saturday_01_category,Saturday_02_category,Saturday_03_category,Saturday_04_category,Saturday_05_category,Saturday_06_category,Saturday_07_category,Saturday_08_category,Saturday_09_category,Saturday_10_category,Saturday_11_category,Saturday_12_category,Saturday_13_category,Saturday_14_category,Saturday_15_category,Saturday_16_category,Saturday_17_category,Saturday_18_category,Saturday_19_category,Saturday_20_category,Saturday_21_category,Saturday_22_category,Saturday_23_category,Sunday_00_category,Sunday_01_category,Sunday_02_category,Sunday_03_category,Sunday_04_category,Sunday_05_category,Sunday_06_category,Sunday_07_category,Sunday_08_category,Sunday_09_category,Sunday_10_category,Sunday_11_category,Sunday_12_category,Sunday_13_category,Sunday_14_category,Sunday_15_category,Sunday_16_category,Sunday_17_category,Sunday_18_category,Sunday_19_category,Sunday_20_category,Sunday_21_category,Sunday_22_category,Sunday_23_category,predicted_popularity,nearest_neighbors,predicted_rating_category
Whitney Point Rest Area,42.375005,-75.995095,Lisle,New york,4.4,Medium,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,75,63,63,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,100,88,75,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,80,88,83,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(None, None), (17, 22), (17, 22), (17, 22), (17, 22), (17, 22), (None, None)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 17, 22, 17, 22, 17, 22, 17, 22, 17, 22, 0, 0]",::17-22:17-22:17-22:17-22:17-22:,4,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,medium,medium,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Whitney Point Rest Area:3.20km, Lisle Spring:170.30km, Upper Lisle Park:210.41km, Thunder Mountain Speedway:374.86km, Triangle State Forest:464.16km",Medium
Ashokan Rail Trail- Ashokan Station Trailhead,41.974911,-74.198487,Shokan,New york,4.8,High,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,64,35,14,14,28,35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,42,57,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,42,64,78,85,64,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,42,50,57,50,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,71,71,78,100,92,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(None, None), (10, 18), (10, 18), (10, 18), (10, 18), (11, 18), (None, None)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 10, 18, 10, 18, 10, 18, 10, 18, 11, 18, 0, 0]",::10-18:10-18:10-18:10-18:11-18:,4,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Ashokan Rail Trail- Woodstock Dike Trailhead:505.76km, Onteora Lake Trailhead And Parking:536.45km, Woodstock Artists Association & Museum:562.50km, Overlook Fire Tower:860.02km, Border Overlook/Indian Head:872.10km",High
Sacandaga Park And River Walk,43.49669,-74.359208,Speculator,New york,4.7,High,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,33,53,26,20,33,40,46,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,80,40,20,0,6,6,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,86,80,73,33,20,20,66,86,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,66,86,93,86,66,53,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,80,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(None, None), (9, 19), (9, 19), (9, 19), (9, 17), (9, 13), (None, None)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 9, 19, 9, 19, 9, 19, 9, 17, 9, 13, 0, 0]",::9-19:9-19:9-19:9-17:9-13:,4,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,low,low,low,medium,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,high,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Mini Route 66:2.04km, Makomis Fire Tower:3.86km, Sacandaga Pathway:5.82km, Beach:7.11km, Welcome To Lake Pleasant Sign:88.80km",High
High Falls,42.247127,-73.657505,Hudson,New york,4.7,High,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,37,43,62,56,56,62,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,50,56,43,50,56,50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,31,56,87,100,87,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,50,50,37,31,50,50,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,62,87,87,68,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(None, None), (9, 17), (9, 17), (9, 17), (9, 17), (10, 16), (None, None)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 9, 17, 9, 17, 9, 17, 9, 17, 10, 16, 0, 0]",::9-17:9-17:9-17:9-17:10-16:,4,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Claverack Park:25.53km, Promenade Hill Park:658.14km, Olana Viewshed Historical Marker:845.61km, Beebe Hill State Forest:1015.76km, Hannacroix Creek Preserve:1512.69km",High
Sacandaga Pathway,43.497557,-74.358814,Speculator,New york,4.5,Medium,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,80,88,57,61,53,92,76,53,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,30,38,69,61,46,53,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,46,53,65,61,38,26,34,50,57,61,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,61,76,61,46,23,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,84,88,84,76,69,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(None, None), (9, 20), (9, 18), (9, 20), (9, 18), (9, 17), (None, None)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 9, 20, 9, 18, 9, 20, 9, 18, 9, 17, 0, 0]",::9-20:9-18:9-20:9-18:9-17:,4,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,medium,medium,medium,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Makomis Fire Tower:1.99km, Mini Route 66:4.23km, Sacandaga Park And River Walk:5.82km, Beach:12.82km, Welcome To Lake Pleasant Sign:85.81km",Medium
Long Pond State Forest,42.413798,-75.835973,Mcdonough,New york,4.4,Medium,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,47,36,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,100,89,57,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,73,89,63,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,57,63,52,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,52,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(13, 18), (13, 18), (13, 18), (13, 18), (13, 18), (None, None), (None, None)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 18, 13, 18, 13, 18, 13, 18, 13, 18, 0, 0, 0, 0]",:13-18:13-18:13-18:13-18:13-18::,5,0,FALSE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"The Big Chair:179.60km, Triangle State Forest:371.48km, Upper Lisle Park:611.71km, Two Story Outhouse:676.90km, Whitney Point Rest Area:788.43km",Medium
Two Story Outhouse,42.31504,-75.782942,Greene,New york,4.8,High,4.8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,33,46,53,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,33,66,33,46,53,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,60,66,46,33,33,46,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,53,73,80,73,53,46,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,100,73,86,86,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],"[(11, 18), (11, 18), (10, 18), (9, 18), (9, 18), (10, 16), (None, None)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 18, 11, 18, 10, 18, 9, 18, 9, 18, 10, 16, 0, 0]",:11-18:11-18:10-18:9-18:9-18:10-16:,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,medium,medium,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,medium,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"The Big Chair:527.32km, Triangle State Forest:662.16km, Long Pond State Forest:676.90km, Upper Lisle Park:1008.43km, Whitney Point Rest Area:1069.55km",High
Devil'S Path Trail,42.133944,-74.104468,Elka park,New york,4.8,High,4.8,0,0,0,0,0,0,0,0,0,0,37,43,68,62,43,23,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,17,11,7,21,29,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,29,23,21,35,43,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,50,39,19,11,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,33,17,13,17,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,60,72,76,100,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(10, 18), (10, 18), (10, 18), (10, 18), (10, 18), (10, 16), (None, None)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 18, 10, 18, 10, 18, 10, 18, 10, 18, 10, 16, 0, 0]",:10-18:10-18:10-18:10-18:10-18:10-16:,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Border Overlook/Indian Head:308.42km, Woodstock Museum:311.01km, Overlook Fire Tower:315.89km, Kaaterskill Falls Trail Head:398.50km, Catskill Mountain House Site:509.54km",High
Overlook Fire Tower,42.085045,-74.093403,Woodstock,New york,4.8,High,4.8,0,0,0,0,0,0,0,0,0,15,40,45,30,20,30,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,70,85,100,95,95,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,40,40,20,20,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,85,55,50,35,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,60,60,35,45,40,40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(9, 17), (9, 17), (9, 17), (9, 17), (9, 17), (None, None), (None, None)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 17, 9, 17, 9, 17, 9, 17, 9, 17, 0, 0, 0, 0]",:9-17:9-17:9-17:9-17:9-17::,5,0,FALSE,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,high,medium,medium,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,medium,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Border Overlook/Indian Head:12.15km, Great Knot:263.68km, Woodstock Museum:265.01km, Woodstock Artists Association & Museum:307.43km, Devil'S Path Trail:315.89km",High
Promenade Hill Park,42.25688,-73.796442,Hudson,New york,4.5,Medium,4.5,0,0,0,0,0,0,0,0,0,23,43,64,79,82,69,48,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,62,67,53,59,63,51,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,52,82,78,61,59,58,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,68,64,61,70,70,56,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,56,73,59,58,84,81,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,88,100,74,70,88,72,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(9, 17), (9, 17), (9, 17), (9, 17), (9, 17), (9, 17), (None, None)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 17, 9, 17, 9, 17, 9, 17, 9, 17, 9, 17, 0, 0]",:9-17:9-17:9-17:9-17:9-17:9-17:,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,medium,medium,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Olana Viewshed Historical Marker:296.12km, Claverack Park:653.73km, High Falls:658.14km, Catskill Mountain House Site:1190.94km, Hannacroix Creek Preserve:1312.37km",Medium
Beebe Hill State Forest,42.336218,-73.478762,Austerlitz,New york,4.6,High,4.6,0,0,0,0,0,0,0,0,0,28,44,65,85,85,68,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,65,85,88,78,68,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,68,94,100,85,72,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,50,72,86,84,75,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,78,81,76,69,59,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(9, 16), (9, 16), (9, 16), (9, 16), (9, 16), (None, None), (None, None)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 16, 9, 16, 9, 16, 9, 16, 9, 16, 0, 0, 0, 0]",:9-16:9-16:9-16:9-16:9-16::,5,0,FALSE,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Claverack Park:1003.84km, High Falls:1015.76km, Promenade Hill Park:1580.08km, Hannacroix Creek Preserve:1679.03km, Olana Viewshed Historical Marker:1828.01km",High
